Codigo COL,Proyecto,Desarrollador,Tipo de Modelo,Nombre Modelo,Precio Promedio Inv.,$M2 Promedio Inv,Metrajes (M2),Dormitorios,Baños,Cajones,Unidades Totales,Unidades Inventario,Meses en el Mercado,Ventas,Abs
CAB-09878,Hideaways,Otro,Tradicional,1.5 R Departamento,5607272.236162498,73779.89784424339,76,1 + 1 E Recámaras,1,1,9,9,10,0,0
