Codigo COL,Proyecto,Desarrollador,Tipo de Modelo,Nombre Modelo,Precio Promedio Inv.,$M2 Promedio Inv,Metrajes (M2),Dormitorios,Baños,Cajones,Unidades Totales,Unidades Inventario,Meses en el Mercado,Ventas,Abs
CAB-09879,Hideaways,Otro,Tradicional,4R Corner,12640778.344912497,68328.53159412161,185,3 + 1 E Recámaras,3,2,4,4,10,0,0
CAB-09878,Hideaways,Otro,Tradicional,4R Corner,12862936.701,69529.38757297298,185,3 + 1 E Recámaras,3,2,3,3,10,0,0
