Codigo COL,Proyecto,Desarrollador,Tipo de Modelo,Nombre Modelo,Precio Promedio Inv.,$M2 Promedio Inv,Metrajes (M2),Dormitorios,Baños,Cajones,Unidades Totales,Unidades Inventario,Meses en el Mercado,Ventas,Abs
CAB-10276,THE CANYON ENTRE PIEDRAS,Otro,Tradicional,5r 4,29330784.661099996,76782.15879869109,382,5 Recámaras,4,2,2,1,9,1,0.1111111111111111
CAB-10266,Dunna,Otro,Tradicional,Modelo DPX,53495884.666666664,119945.92974588939,446,5 Recámaras,5,2,2,2,9,0,0.0
